title,genre,platform,keyword,multiplayer_mode,release_date,storyline,total_rating,total_rating_count
Rise of the Tomb Raider: 20 Year Celebration,"5,12,31","170,48,3,165,6,14,49","2876,49437",,1476144000,"Now, after uncovering an ancient mystery, Lara must explore the most treacherous and remote regions of Siberia to find the secret of immortality before a ruthless organization known as Trinity. Lara must use her wits and survival skills, form new alliances, and ultimately embrace her destiny as the Tomb Raider. Experience high-octane action moments, conquer beautifully hostile environments, engage in brutal guerilla combat, and explore awe-inspiring deadly tombs in the evolution of survival action. In “Rise of the Tomb Raider,” Lara becomes more than a survivor as she embarks on her first Tomb Raiding expedition. PlayStation VR Support: The full “Blood Ties” story chapter can be experienced in PlayStation VR, and players choose between two control schemes. “Comfort Mode” allows players to teleport from point to point, completely eliminating any potential discomfort. Meanwhile, experienced VR users can select “Free Mode” to move and look around using the thumb sticks.  Manipulate HD relics, examine documents, and control the flashlight with the Sixaxis controller motion as you unlock the mystery of Lara’s childhood home in first-person. The immersive HD beauty of Croft Manor is perfectly suited to VR, and for the first time in franchise history, players can explore the world through Lara’s eyes.",86.84503529645676,106
Pokémon Crystal Version,"12,31","22,37","72,78,110,154,247,249,274,415,511,621,729,1563,1986,2415,2452,2606,3486,4249,4284,4285,4388,4468,4522,4613,4711,4801,4823,4852,4854,4879,4891,5051,5329,5476,5494,5518,5599,5659,5703,5734,6248,6541,6542,6642,6653,6780,7166,7315,7387,7423,7703,7739,7741,7742,8103,8221,8356,8362,8399,8411,8445,8518,8784,9223,9676,9678,9843,10176,12502,14114,14164,25792,30367,43999",14928,976752000,"Pokémon Crystal is a special edition of Pokémon Gold and Silver. It added the option to play as a female character, expanded upon the storyline and made slight aesthetic changes to the still-intact core experience of becoming a Pokémon Master.",86.83969591498096,411
Xenoblade Chronicles 3,"12,31",130,"72,78,167,283,510,521,574,840,923,993,1107,1209,1313,1548,2202,2426,4767,4878,4970,5792,17268,25963,26965",,1659052800,"A vast world awaits in Xenoblade Chronicles 3, the next game in the acclaimed RPG series from developer Monolithsoft. Players will step into the roles of protagonists Noah and Mio amid turmoil between the hostile nations of Keves and Agnus. Six characters hailing from those nations will take part in a grand tale with “life” as its central theme. Explore a new world that will connect the futures of both Xenoblade Chronicles and Xenoblade Chronicles 2.",86.78946578094235,61
Immortality,"2,13,32","169,34,6,39,167,14","215,218,223,1629,1903,4514,33744,39024,39034,39038",,1661817600,"Discover the lost movies of Marissa Marcel!  1968 Alan Fischer directs Ambrosio his adaptation of M. G. Lewis’s notorious Gothic novel The Monk. He casts unknown Marissa Marcel as the infamous Matilda.  1970 John Durick writes his thriller Minsky with Marcel in mind. Set in New York City, the movie concerns the death of a famous artist and Marissa stars as the muse suspected of murdering him.  1999 For his swansong, Durick teams up with Marcel again as she returns from a lengthy hiatus. The movie Two of Everything is a subversive thriller which explores the duality between a successful pop star and her body double.  None of these movies is ever released. They are thought to be lost or destroyed.",86.76619913099742,54
XCOM 2: War of the Chosen,"13,15,16","48,3,6,14,49","12087,12556,39042",,1503964800,"The player again assumes the role of the Commander, who had up until recently been placed in alien stasis for them to make use of their strategic thinking via a brain implant. After the Commander is rescued by Central Officer Bradford, XCOM launches an attack on an alien convoy and steal an elerium core used to power the Avenger, an alien supply barge that has been converted into XCOM's mobile base.[14] In the Avenger, the Commander has the support of rogue ADVENT scientist Dr. Richard Tygan, replacing the now-missing Dr. Vahlen, and Chief Engineer Lily Shen, daughter of and successor to the now-deceased Dr. Raymond Shen, with whom the Commander was familiar in the prior game.  However, this time there are a new set of enemy aliens called the Chosen, three elite alien warriors tasked by the Elders to defeat XCOM and recapture the commander; the Assassin, which uses stealth and is able to kidnap the player's soldiers directly from the battlefield, the Hunter, an alien-human hybrid that uses long range rifles, and the Warlock, who uses psionic powers and can summon additional enemies during battle.",86.76246832910559,84
Kerbal Space Program,"13,32","48,3,6,14,41,49,130","23,56,63,72,947,992,1158,1494,4134,4261,4796,5181,5494,5789,5792,7229,49326",,1430092800,"In Kerbal Space Program, take charge of the space program for the alien race known as the Kerbals. You have access to an array of parts to assemble fully-functional spacecraft that flies (or doesn’t) based on realistic aerodynamic and orbital physics. Launch your Kerbal crew into orbit and beyond (while keeping them alive) to explore moons and planets in the Kerbol solar system, constructing bases and space stations to expand the reach of your expedition.",86.76021271141093,199
Blasphemous II,"8,12,25,31,32","169,48,6,167,49,130","288,477,1033,1059,1308,2137,4138,40744",,1692835200,"Awakened in a strange new land, and displaced from his final resting place, The Penitent One is thrust back into the endless cycle of life, death, and resurrection, with no other option than to explore this perilous new world and uncover its long-forgotten secrets.  Hordes of grotesque enemies stand in your way, awaiting final judgement by the brutal hand of the Penitent One, with titanic twisted bosses also lurking in the darkness, waiting for their chance to return you to the grave from whence you came.",86.7560666645322,85
Metal Gear Solid: Peace Walker,"5,15,24",38,"1,21,167,221,472,558,562,563,660,1033,1219,1293,1403,1440,1834,1961,1971,3831,4090,4134,4245,4250,4259,4272,4398,4410,4541,4610,4615,4641,4699,4843,4857,4956,5209,5214,5257,5277,5300,5307,5323,5411,5414,5451,5453,5466,5485,5486,5593,5697,5789,5812,5823,5896,5901,5905,5989,5999,6246,6391,6461,6540,6736,6828,6870,7041,7046,7051,7097,7335,7369,7419,7498,8157,8300,8983,9156,9222,9322,9328,9374,9838,9932,11789,11818,12282,12424,13036,13082,23856,23933",1931,1272499200,"After the events of Metal Gear Solid 3: Snake Eater, Naked Snake isolates himself from the United States and sets up home in Colombia. Here he creates Militaires Sans Frontières, a private military group that provides support for countries in need. But at the same time, an unknown army of well-equipped soldiers has taken over the defenseless country and brought along a nuclear warhead labeled Peace Walker to demonstrate their power. Naked Snake is asked by the government to save the country along with his Militaires Sans Frontières.",86.75353311030094,222
Guitar Hero II,7,"12,8","488,1293,2152,4137,4210,4221,4333,4388,4410,4452,4468,4544,4854,4869,5029,5151,5188,5189,5190,5287,5436,5523,7286,7570,9404,10604,10686","10976,10975",1162857600,"Unleash your inner rock star! Unlock new songs and venues to become the ultimate rock star in Career mode, jump right in and play any song you've unlocked in Quickplay, or play with or against friends in Multiplayer, all right from your living room!",86.73708887017744,168
Pokémon HeartGold Version,"12,16,31",20,"98,249,286,415,521,621,723,953,1563,1601,1705,1986,2111,2452,2606,3486,4284,4388,4412,4541,4725,4854,4869,4879,4956,4964,5329,5703,5905,5998,6248,6542,6642,6653,6736,6780,7080,7313,7416,7693,7741,7742,8220,8356,8362,8399,8518,8784,9000,9676,9678,9927,10176,12748",,1252713600,"Pokémon HeartGold Version and Pokémon SoulSilver Version are paired Generation IV remakes of the Generation II games Pokémon Gold and Silver. Much like how Pokémon FireRed and LeafGreen revisited the Generation I story of Kanto, HeartGold and SoulSilver retell the story of Johto, with the player's starting town being New Bark Town. While the games feature several expansions in key areas, the overall plot follows the same direction as the original Gold and Silver. Some aspects exclusive to Crystal are also included. Like how FireRed and LeafGreen could link up with Ruby, Sapphire, and Emerald to complete the Pokédex by trading regionally exclusive Pokémon, HeartGold and SoulSilver can link up with Diamond, Pearl, and Platinum to obtain Pokémon unavailable in Johto and Kanto (such as the Sinnoh starters) and vice versa. Kris, despite being the female counterpart of Crystal's player character, is not included as the female player character, with a new character instead taking her place. Whether she is chosen to be the player character or not, this new character will still appear in the game. The unselected protagonist will take a pseudo-rival role similar to the unselected characters of Ruby, Sapphire, Emerald, Diamond, Pearl, and Platinum. The games were released on September 12, 2009 in Japan, February 4, 2010 in Korea, March 14, 2010 in North America, March 25, 2010 in Australia and March 26, 2010 in Europe (this excludes the Netherlands, Luxembourg and parts of Belgium due to an in-game save error, with the patched copies later released on April 2, 2010).",86.71440587782932,336
The Beatles: Rock Band,7,"9,5,12","101,488,4137,4227,4228,4452,4869,5143,5189,5190,5287,7286,12901","1830,34312",1252454400,"The Beatles: Rock Band is a 2009 music video game. It is the third major console release in the Rock Band music video game series, in which players can simulate the playing of rock music by using controllers shaped like musical instruments. The Beatles: Rock Band is the first band-centric game in the series, and it is centered on the popular English rock group the Beatles. The game features virtual portrayals of the four band members performing the songs throughout the band's history, including depictions of some of their famous live performances, as well as a number of ""dreamscape"" sequences for songs from the Abbey Road Studios recording sessions during the group's studio years.",86.70988996584038,60
XCOM: Enemy Within,"15,16","3,6,14","3,167,415,563,578,732,1158,4134,4272,4681,5305,5306,5451,5633,5783,6048,6169",,1384214400,"XCOM: Enemy Within is the expansion to the 2012 Game of the Year award-winning strategy game XCOM: Enemy Unknown. Enemy Within adds an incredible array of new abilities, upgrades and weapons to combat new enemy and alien threats. This expansion also introduces new maps and missions, new tactical and strategic gameplay, and new multiplayer content providing a fresh new gameplay experience.",86.69637249735467,137
Animal Crossing: New Leaf,13,37,"1716,1935,2229,2452,2759,3548,4134,4162,4272,4329,4353,4361,4613,4854,4869,4960,5359,5425,5727,6055,6134,7007,7224,7693,8221,9758,10740,17141,42064,43724,48194,48201",20022,1352332800,"The charming community-building franchise returns for with Animal Crossing: New Leaf. The Nintendo 3DS entry into this popular franchise introduces a number of options new to Animal Crossing, including the ability to become the head of the village and boost its development, a way to install certain items in the village to make its characteristics more personalized for each player, and the ability to view homes of other players who are tagged through StreetPass connections.",86.69471432520265,255
Steins;Gate,"31,34","9,48,34,6,39,46,38,12","78,103,170,221,429,826,1032,1158,1193,1317,1423,2071,2115,2147,2452,3898,4310,4398,4471,4541,4850,4855,4998,5255,5307,5328,5411,5466,5494,5541,5593,5633,5789,5901,5938,5963,6020,6064,6084,6117,6325,6326,6392,6461,6462,6471,6603,6623,6746,7076,7154,7185,7355,7387,7416,7454,7590,8866,8983,9182,9328,9331,9339,9415,9596,9597,11281,11853,12225,12342,23856,23933,29745,49355",,1255564800,"The story of Steins;Gate takes place in Akihabara and is about a group of friends who have customized their microwave into a device that can send text messages to the past. As they perform different experiments, an organization named SERN who has been doing their own research on time travel tracks them down and now the characters have to find a way to avoid being captured by them.",86.68816675667932,281
